1,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",5,BIKF000000001,"2022-08-02 07:29:33.562000",34,30,
2,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",5,BIKF000000002,"2022-08-02 06:23:33.613000",1,30,
3,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",23,BIKF000000003,"2022-08-02 11:55:33.637000",20,30,
4,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",7,BIKF000000004,"2022-08-02 14:57:33.655000",18,30,
5,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",21,BIKF000000005,"2022-08-02 09:09:33.673000",19,30,
6,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",22,BIKF000000006,"2022-08-02 15:40:33.690000",29,30,
7,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",21,BIKF000000007,"2022-08-02 12:36:33.708000",33,30,
8,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",11,BIKF000000008,"2022-08-02 14:42:33.728000",24,30,
9,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",21,BIKF000000009,"2022-08-02 10:32:33.748000",31,30,
10,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",8,BIKF000000010,"2022-08-02 10:15:33.764000",27,30,
11,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",12,BIKF000000011,"2022-08-02 13:03:33.780000",15,30,
12,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",4,BIKF000000012,"2022-08-02 23:58:33.793000",10,30,
13,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",8,BIKF000000013,"2022-08-02 18:10:33.807000",22,30,
14,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",4,BIKF000000014,"2022-08-02 19:08:33.819000",34,30,
15,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",1,BIKF000000015,"2022-08-02 18:39:33.831000",11,30,
16,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",2,BIKF000000016,"2022-08-02 23:39:33.845000",1,30,
17,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",5,BIKF000000017,"2022-08-02 19:44:33.861000",12,30,
18,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",1,BIKF000000018,"2022-08-02 21:15:33.877000",6,30,
19,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",7,BIKF000000019,"2022-08-02 22:45:33.893000",34,30,
20,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",10,BIKF000000020,"2022-08-02 23:58:33.911000",38,30,
21,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",2,BIKF000000021,"2022-08-02 17:08:33.925000",29,30,
22,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",5,BIKF000000022,"2022-08-03 05:25:33.945000",16,30,
23,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",2,BIKF000000023,"2022-08-03 05:38:33.961000",38,30,
24,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",25,BIKF000000024,"2022-08-03 10:01:33.976000",26,30,
25,1,"2022-10-18 17:47:34","2022-10-18 17:47:34",3,BIKF000000025,"2022-08-03 08:16:33.992000",4,30,
